, что :  count:3180  textCnt:1255
в москва :  count:30  textCnt:28
но в :  count:30  textCnt:30
10 год :  count:30  textCnt:27
. помимо :  count:30  textCnt:30
, включая :  count:30  textCnt:29
вопрос , :  count:30  textCnt:28
связь . :  count:30  textCnt:29
исследование . :  count:30  textCnt:29
. более :  count:30  textCnt:29
сутки . :  count:30  textCnt:29
cnn . :  count:30  textCnt:30
состоялся в :  count:30  textCnt:30
. другой :  count:30  textCnt:30
, до :  count:30  textCnt:30
такой же :  count:30  textCnt:28
в штат :  count:30  textCnt:27
с цель :  count:30  textCnt:29
япония , :  count:30  textCnt:27
грузовой корабль :  count:30  textCnt:24
в перспектива :  count:30  textCnt:29
new york :  count:30  textCnt:30
, позволяющий :  count:30  textCnt:30
, руководитель :  count:30  textCnt:30
американский армия :  count:30  textCnt:19
и с :  count:30  textCnt:30
великобритания , :  count:30  textCnt:26
этот программа :  count:30  textCnt:25
следующий год :  count:30  textCnt:28
по повод :  count:30  textCnt:28
, 8 :  count:30  textCnt:27
ркк энергия :  count:29  textCnt:25
двигатель , :  count:29  textCnt:26
в вид :  count:29  textCnt:28
, стал :  count:29  textCnt:29
джордж буш :  count:29  textCnt:25
время в :  count:29  textCnt:29
есть построен :  count:29  textCnt:24
в другой :  count:29  textCnt:29
1997 год :  count:29  textCnt:29
в работа :  count:29  textCnt:27
новое поколение :  count:29  textCnt:27
то же :  count:29  textCnt:29
выяснить , :  count:29  textCnt:27
и даже :  count:29  textCnt:29
связь , :  count:29  textCnt:25
на другой :  count:29  textCnt:29
июль . :  count:29  textCnt:28
the guardian :  count:29  textCnt:28
0 , :  count:29  textCnt:22
. и :  count:29  textCnt:28
год после :  count:29  textCnt:28
с который :  count:29  textCnt:29
орбита сатурн :  count:29  textCnt:18
к конец :  count:29  textCnt:24
год есть :  count:29  textCnt:28
с скорость :  count:29  textCnt:24
поверхность , :  count:29  textCnt:25
работа . :  count:29  textCnt:29
телескоп , :  count:29  textCnt:23
в январь :  count:29  textCnt:29
. хотя :  count:29  textCnt:29
пилотируемый космический :  count:29  textCnt:26
добавил , :  count:29  textCnt:28
похожий на :  count:29  textCnt:24
данные о :  count:28  textCnt:26
весь в :  count:28  textCnt:28
он также :  count:28  textCnt:28
для проведение :  count:28  textCnt:27
программный обеспечение :  count:28  textCnt:25
к он :  count:28  textCnt:27
национальный безопасность :  count:28  textCnt:17
на космодром :  count:28  textCnt:18
необходимый для :  count:28  textCnt:27
в тихий :  count:28  textCnt:21
по прежний :  count:28  textCnt:26
космический исследование :  count:28  textCnt:23
состоящий из :  count:28  textCnt:27
запуск . :  count:28  textCnt:28
в воскресение :  count:28  textCnt:24
сотрудничество в :  count:28  textCnt:20
эксперимент . :  count:28  textCnt:27
не имею :  count:28  textCnt:27
пояснил , :  count:28  textCnt:26
нет . :  count:28  textCnt:27
то время :  count:28  textCnt:28
не в :  count:28  textCnt:27
морской пехота :  count:28  textCnt:17
, либо :  count:28  textCnt:25
это время :  count:28  textCnt:27
солнце , :  count:28  textCnt:26
с байконур :  count:28  textCnt:28
, стоимость :  count:28  textCnt:23
участвую в :  count:28  textCnt:26
войско , :  count:28  textCnt:27
думаю , :  count:28  textCnt:25
заявил о :  count:28  textCnt:27
от солнце :  count:28  textCnt:27
луна и :  count:28  textCnt:25
контракт , :  count:28  textCnt:24
последний раз :  count:28  textCnt:28
военный служба :  count:28  textCnt:15
в секунда :  count:28  textCnt:23
что не :  count:28  textCnt:28
ряд с :  count:28  textCnt:27
оборона рф :  count:28  textCnt:28
установил , :  count:28  textCnt:28
в тот :  count:28  textCnt:27
с это :  count:28  textCnt:26
. эксперт :  count:28  textCnt:27
, 7 :  count:28  textCnt:26
в декабрь :  count:28  textCnt:27
вид , :  count:28  textCnt:26
доллар в :  count:28  textCnt:24
правило , :  count:28  textCnt:28
есть в :  count:28  textCnt:26
рамка программа :  count:28  textCnt:26
космический телескоп :  count:28  textCnt:25
. когда :  count:28  textCnt:27
титан . :  count:28  textCnt:18
, она :  count:27  textCnt:27
двигатель . :  count:27  textCnt:24
на создание :  count:27  textCnt:25
гироскоп , :  count:27  textCnt:17
район , :  count:27  textCnt:24
расположенный на :  count:27  textCnt:27
в дальнейший :  count:27  textCnt:27
ракета с :  count:27  textCnt:26
. некоторые :  count:27  textCnt:27
войско в :  count:27  textCnt:26
человек в :  count:27  textCnt:24
, 6 :  count:27  textCnt:26
, ни :  count:27  textCnt:25
наблюдение за :  count:27  textCnt:24
астронавт . :  count:27  textCnt:27
телескоп hubble :  count:27  textCnt:21
учёный полагаю :  count:27  textCnt:25
к это :  count:27  textCnt:27
ирак , :  count:27  textCnt:23
звезда . :  count:27  textCnt:20
не знаю :  count:27  textCnt:24
корабль в :  count:27  textCnt:25
после катастрофа :  count:27  textCnt:27
, среди :  count:27  textCnt:27
такой заявление :  count:27  textCnt:25
союз , :  count:27  textCnt:22
как рассказал :  count:27  textCnt:27
исследование в :  count:27  textCnt:25
космический турист :  count:27  textCnt:16
. открытие :  count:27  textCnt:24
как ожидаюсь :  count:27  textCnt:26
post . :  count:27  textCnt:27
с орбита :  count:27  textCnt:23
российский космический :  count:27  textCnt:27
доставил на :  count:27  textCnt:22
май , :  count:27  textCnt:25
космический пространство :  count:27  textCnt:23
флот , :  count:27  textCnt:21
в август :  count:27  textCnt:26
челнок columbia :  count:27  textCnt:27
для создание :  count:27  textCnt:27
в несколько :  count:27  textCnt:26
боевы действие :  count:27  textCnt:23
в американский :  count:27  textCnt:25
корабль прогресс :  count:27  textCnt:26
. через :  count:27  textCnt:27
, 2 :  count:27  textCnt:26
глава роскосмос :  count:27  textCnt:16
это не :  count:27  textCnt:26
процент , :  count:27  textCnt:22
есть находиться :  count:27  textCnt:27
прежде весь :  count:27  textCnt:27
падалка и :  count:26  textCnt:18
действие . :  count:26  textCnt:25
млечный путь :  count:26  textCnt:19
blu ray :  count:26  textCnt:7
они не :  count:26  textCnt:26
вселенная . :  count:26  textCnt:20
средство , :  count:26  textCnt:24
выяснил , :  count:26  textCnt:26
никогда не :  count:26  textCnt:26
пространство . :  count:26  textCnt:24
участвовать в :  count:26  textCnt:25
. ру :  count:26  textCnt:24
, смог :  count:26  textCnt:24
технология . :  count:26  textCnt:26
журнал nature :  count:26  textCnt:26
газета . :  count:26  textCnt:23
расстояние от :  count:26  textCnt:25
в период :  count:26  textCnt:25
в его :  count:26  textCnt:25
тасс . :  count:26  textCnt:26
агентство associated :  count:26  textCnt:26
вод в :  count:26  textCnt:24
. спутник :  count:26  textCnt:23
война , :  count:26  textCnt:23
должен быль :  count:26  textCnt:24
в доклад :  count:26  textCnt:17
ap . :  count:26  textCnt:26
конгресс сша :  count:26  textCnt:24
также в :  count:26  textCnt:25
в космический :  count:26  textCnt:26
в калифорний :  count:26  textCnt:24
конференция в :  count:26  textCnt:26
, россия :  count:26  textCnt:26
неделя . :  count:26  textCnt:26
время . :  count:26  textCnt:26
эксперимент по :  count:26  textCnt:23
служба в :  count:26  textCnt:20
два страна :  count:26  textCnt:23
можно было :  count:26  textCnt:25
сила . :  count:26  textCnt:25
, ещё :  count:26  textCnt:26
который можно :  count:26  textCnt:24
lockheed martin :  count:26  textCnt:17
сообщаю интерфакс :  count:26  textCnt:26
и по :  count:26  textCnt:26
сторона . :  count:26  textCnt:26
среда , :  count:26  textCnt:26
. проект :  count:26  textCnt:25
грузовик прогресс :  count:26  textCnt:23
мобильный телефон :  count:26  textCnt:17
стартовый площадка :  count:26  textCnt:24
стыковка с :  count:26  textCnt:23
в такой :  count:25  textCnt:25
, пояснил :  count:25  textCnt:22
по создание :  count:25  textCnt:21
сообщаю ap :  count:25  textCnt:25
опасность для :  count:25  textCnt:24
может привести :  count:25  textCnt:25
по сравнение :  count:25  textCnt:22
принял решение :  count:25  textCnt:25
же , :  count:25  textCnt:23
. новое :  count:25  textCnt:25
старт . :  count:25  textCnt:24
в 1997 :  count:25  textCnt:25
открытие , :  count:25  textCnt:24
геннадий падалка :  count:25  textCnt:21
ирак и :  count:25  textCnt:20
в 2002 :  count:25  textCnt:24
