. по слово :  count:343  textCnt:302
. он отметил :  count:13  textCnt:13
крупнейший спутник сатурн :  count:13  textCnt:12
, который уж :  count:13  textCnt:13
, 5 метр :  count:13  textCnt:12
, по данные :  count:13  textCnt:13
что в время :  count:13  textCnt:13
в ход учение :  count:13  textCnt:12
ядерный оружие . :  count:13  textCnt:12
истребитель пятый поколение :  count:13  textCnt:8
представитель министерство оборона :  count:13  textCnt:12
год до наш :  count:13  textCnt:12
2009 год . :  count:13  textCnt:13
более чем на :  count:13  textCnt:13
. по сведение :  count:13  textCnt:12
экипаж международный космический :  count:13  textCnt:13
быстрее , чем :  count:13  textCnt:12
. как утверждаю :  count:13  textCnt:13
нахожусь на орбита :  count:13  textCnt:13
тысяча световы год :  count:13  textCnt:11
, сделанный в :  count:13  textCnt:13
уголовный дело по :  count:13  textCnt:13
это год , :  count:13  textCnt:13
октябрь 2004 год :  count:13  textCnt:13
вооружённый сила . :  count:13  textCnt:13
. com , :  count:13  textCnt:12
с американский спутник :  count:13  textCnt:10
вернуться на земля :  count:13  textCnt:13
можно есть наблюдать :  count:13  textCnt:11
космический корпорация энергия :  count:13  textCnt:13
в результат чего :  count:13  textCnt:13
, после того :  count:13  textCnt:13
газета the guardian :  count:13  textCnt:13
в мир , :  count:13  textCnt:13
, к который :  count:13  textCnt:13
есть запущен в :  count:13  textCnt:13
с военный спутник :  count:13  textCnt:12
за предел солнечный :  count:13  textCnt:13
уточнил , что :  count:13  textCnt:13
, сообщил в :  count:13  textCnt:13
, намеченный на :  count:13  textCnt:12
корабль прогресс м :  count:13  textCnt:12
лаборатория реактивный движение :  count:13  textCnt:13
предварительный данные , :  count:13  textCnt:13
космический корабль spaceshipone :  count:13  textCnt:11
первый очередь , :  count:13  textCnt:12
не было . :  count:13  textCnt:13
на данный момент :  count:13  textCnt:13
может быть использован :  count:13  textCnt:13
том , как :  count:12  textCnt:12
поставка оружие в :  count:12  textCnt:10
к международный космический :  count:12  textCnt:12
земля . в :  count:12  textCnt:11
по предварительный данные :  count:12  textCnt:12
в пять раз :  count:12  textCnt:11
следующий год . :  count:12  textCnt:12
российский центр управление :  count:12  textCnt:11
. скорее весь :  count:12  textCnt:12
и лероя чиао :  count:12  textCnt:12
и сша . :  count:12  textCnt:12
тем , чтобы :  count:12  textCnt:12
по мнение исследователь :  count:12  textCnt:12
год . кроме :  count:12  textCnt:12
журнал nature . :  count:12  textCnt:12
опубликованный в журнал :  count:12  textCnt:12
утверждаюсь , что :  count:12  textCnt:11
мнение исследователь , :  count:12  textCnt:12
космонавт салижан шарип :  count:12  textCnt:12
военный баз в :  count:12  textCnt:11
сайт space . :  count:12  textCnt:12
, как на :  count:12  textCnt:12
. как передаю :  count:12  textCnt:12
страна , который :  count:12  textCnt:12
журнал new scientist :  count:12  textCnt:12
на борт мкс :  count:12  textCnt:12
возбудил уголовный дело :  count:12  textCnt:12
по слово специалист :  count:12  textCnt:11
, правда , :  count:12  textCnt:12
5 миллиард доллар :  count:12  textCnt:11
сообщаю bbc . :  count:12  textCnt:12
не вышел на :  count:12  textCnt:12
президент россия владимир :  count:12  textCnt:12
2001 год , :  count:12  textCnt:12
говорюсь в сообщение :  count:12  textCnt:10
с космодром на :  count:12  textCnt:11
за того , :  count:12  textCnt:12
который нахожусь в :  count:12  textCnt:12
в год , :  count:12  textCnt:11
премия глобальный энергия :  count:12  textCnt:4
, сообщаю the :  count:12  textCnt:12
. в связь :  count:12  textCnt:12
атмосфера титан , :  count:12  textCnt:11
военный спутник связь :  count:12  textCnt:11
юго восточный азия :  count:12  textCnt:12
убеждён , что :  count:12  textCnt:12
. в этот :  count:12  textCnt:12
с его помощь :  count:12  textCnt:12
год . первый :  count:12  textCnt:12
о это , :  count:12  textCnt:12
, сказал министр :  count:12  textCnt:8
на сам дело :  count:12  textCnt:12
вывести на орбита :  count:12  textCnt:10
в понедельник , :  count:12  textCnt:11
на 2006 год :  count:12  textCnt:11
, как заявил :  count:12  textCnt:12
сайт nasa . :  count:12  textCnt:12
же , как :  count:12  textCnt:12
спутник , который :  count:12  textCnt:12
оказался , что :  count:12  textCnt:12
в атмосфера . :  count:12  textCnt:11
который , как :  count:12  textCnt:11
в час , :  count:12  textCnt:11
на земля в :  count:12  textCnt:12
. с такой :  count:12  textCnt:12
отмечаюсь на сайт :  count:12  textCnt:12
год , то :  count:12  textCnt:11
. ру . :  count:12  textCnt:12
, в первый :  count:12  textCnt:12
баз на территория :  count:12  textCnt:10
и , по :  count:12  textCnt:12
15 год . :  count:12  textCnt:12
. однако он :  count:12  textCnt:12
год . весь :  count:12  textCnt:12
июль 2004 год :  count:12  textCnt:12
из за того :  count:12  textCnt:12
на марс в :  count:12  textCnt:10
заявление , в :  count:12  textCnt:8
в ночь на :  count:12  textCnt:12
по слово один :  count:12  textCnt:12
втора мировой война :  count:12  textCnt:12
добавил он . :  count:12  textCnt:12
так , в :  count:12  textCnt:12
метр в секунда :  count:12  textCnt:9
миллиард рубль . :  count:12  textCnt:9
. в nasa :  count:12  textCnt:12
метр . в :  count:12  textCnt:12
, в случай :  count:12  textCnt:12
что один из :  count:12  textCnt:11
на мкс с :  count:12  textCnt:12
шарипов и лероя :  count:12  textCnt:12
такой заявление выступил :  count:12  textCnt:12
вывел на орбита :  count:12  textCnt:11
предположил , что :  count:12  textCnt:12
и его коллега :  count:12  textCnt:12
стартовал с космодром :  count:12  textCnt:12
частное космический корабль :  count:12  textCnt:8
, напоминаю агентство :  count:12  textCnt:11
земля , а :  count:12  textCnt:12
, как считаю :  count:12  textCnt:10
industry daily . :  count:12  textCnt:12
на один из :  count:12  textCnt:12
апрель 2005 год :  count:12  textCnt:12
2008 год . :  count:12  textCnt:12
, что российский :  count:12  textCnt:12
настоящее время на :  count:12  textCnt:12
в регион . :  count:12  textCnt:11
на поверхность планет :  count:12  textCnt:10
